,CustomerID,Recency,Frequency,Monetary,R,F,M
3442,17004.0,46,2,1412.94,3,2,3
2136,15237.0,1,4,1412.32,4,3,3
2993,16394.0,50,9,1412.06,3,4,3
2034,15106.0,17,7,1407.73,3,4,3
470,12947.0,143,11,1407.29,1,4,3
2830,16173.0,15,7,1406.57,4,4,3
3500,17083.0,109,3,1405.78,2,3,3
1550,14443.0,53,7,1400.88,2,4,3
1774,14741.0,11,6,1400.34,4,4,3
1242,14019.0,46,4,1398.96,3,3,3
4307,18202.0,199,3,1396.99,1,3,3
4052,17856.0,1,6,1393.79,4,4,3
3683,17354.0,50,1,1393.06,2,1,3
1991,15051.0,23,3,1391.61,3,3,3
806,13414.0,133,3,1390.5,2,3,3
884,13516.0,21,3,1389.41,3,3,3
3100,16539.0,2,4,1388.81,4,3,3
2298,15453.0,1,7,1388.37,4,4,3
2059,15134.0,14,8,1387.99,4,4,3
3652,17311.0,78,2,1384.85,2,2,3
2631,15898.0,1,6,1384.68,4,4,3
923,13572.0,205,1,1384.25,1,1,3
3047,16463.0,21,7,1383.7,3,4,3
1228,13995.0,15,6,1383.49,4,4,3
3926,17676.0,4,7,1383.27,4,4,3
475,12952.0,5,5,1382.84,4,3,3
1316,14116.0,19,5,1382.74,3,3,3
3234,16726.0,26,5,1382.02,3,3,3
623,13159.0,8,5,1379.75,4,3,3
1314,14113.0,3,8,1377.92,4,4,3
2384,15569.0,103,5,1375.71,2,3,3
1542,14434.0,21,6,1372.8,3,4,3
3191,16669.0,23,4,1370.87,3,3,3
1601,14507.0,23,7,1368.18,3,4,3
731,13308.0,22,4,1367.61,3,3,3
1885,14897.0,7,4,1366.38,4,3,3
2024,15095.0,103,5,1364.7,2,3,3
2990,16389.0,53,5,1362.27,2,3,3
675,13232.0,12,7,1357.6,4,4,3
4280,18167.0,3,6,1355.51,4,4,3
3479,17054.0,28,6,1353.83,3,4,3
1093,13813.0,39,5,1353.41,3,3,3
3580,17204.0,169,9,1352.91,1,4,3
2043,15116.0,17,4,1352.75,3,3,3
2887,16245.0,23,5,1352.36,3,3,3
1855,14859.0,12,5,1352.04,4,3,3
2756,16079.0,16,3,1352.0,4,3,3
346,12770.0,210,1,1351.45,1,1,3
348,12775.0,17,6,1351.24,3,4,3
429,12886.0,67,3,1351.09,2,3,3
3694,17368.0,23,9,1349.52,3,4,3
247,12646.0,4,2,1346.97,4,2,3
2266,15411.0,26,5,1346.38,3,3,3
1343,14154.0,239,2,1345.62,1,2,3
2404,15596.0,100,9,1343.34,2,4,3
3697,17372.0,40,8,1342.68,3,4,3
2932,16317.0,119,3,1341.65,2,3,3
2734,16045.0,119,4,1340.7,2,3,3
1043,13743.0,2,8,1340.15,4,4,3
2257,15398.0,16,3,1339.63,4,3,3
2511,15734.0,114,2,1339.45,2,2,3
225,12620.0,14,3,1339.41,4,3,3
2780,16110.0,45,3,1337.48,3,3,3
3883,17621.0,21,4,1336.1,3,3,3
2472,15680.0,9,3,1333.68,4,3,3
4113,17932.0,29,3,1331.57,3,3,3
272,12676.0,24,6,1331.39,3,4,3
2232,15365.0,25,9,1330.45,3,4,3
3067,16493.0,72,6,1329.66,2,4,3
2919,16295.0,9,4,1328.55,4,3,3
1997,15059.0,40,11,1325.82,3,4,3
796,13396.0,21,4,1325.29,3,3,3
2977,16370.0,82,4,1320.56,2,3,3
2380,15563.0,8,7,1319.69,4,4,3
2759,16083.0,100,2,1317.62,2,2,3
146,12526.0,0,3,1316.66,4,3,3
1902,14921.0,30,2,1316.07,3,2,3
1305,14102.0,5,8,1314.73,4,4,3
3048,16464.0,19,3,1314.68,3,3,3
1937,14973.0,107,3,1314.45,2,3,3
4289,18177.0,31,7,1314.17,3,4,3
2068,15146.0,164,3,1313.66,1,3,3
2730,16040.0,65,3,1313.55,2,3,3
17,12364.0,7,4,1313.1,4,3,3
137,12516.0,77,2,1312.06,2,2,3
1778,14748.0,29,6,1311.79,3,4,3
515,13012.0,9,11,1311.62,4,4,3
1853,14856.0,36,3,1311.38,3,3,3
870,13501.0,242,2,1310.47,1,2,3
630,13168.0,36,5,1310.14,3,3,3
748,13328.0,316,1,1308.48,1,1,3
1575,14477.0,19,5,1307.81,3,3,3
1282,14071.0,3,9,1307.41,4,4,3
184,12576.0,35,6,1306.98,3,4,3
3247,16744.0,11,7,1304.76,4,4,3
4102,17919.0,88,1,1304.04,2,1,3
2571,15813.0,207,2,1303.91,1,2,3
96,12463.0,46,7,1303.63,3,4,3
448,12919.0,8,8,1301.44,4,4,3
2327,15494.0,21,2,1299.23,3,2,3
113,12488.0,9,3,1298.66,4,3,3
22,12372.0,71,3,1298.04,2,3,3
4134,17961.0,21,39,1296.44,3,4,3
3388,16929.0,3,7,1295.39,4,4,3
2871,16224.0,57,4,1295.3,2,3,3
2788,16120.0,59,5,1294.14,2,3,3
2036,15108.0,141,5,1291.75,2,3,3
1264,14047.0,8,7,1290.01,4,4,3
1771,14738.0,39,9,1289.94,3,4,3
405,12854.0,78,5,1289.15,2,3,3
3122,16571.0,3,5,1285.22,4,3,3
3921,17671.0,15,6,1284.08,4,4,3
1446,14297.0,17,6,1284.06,3,4,3
2061,15136.0,2,5,1282.45,4,3,3
3364,16899.0,7,6,1281.56,4,4,3
1142,13878.0,54,1,1281.53,2,1,3
901,13538.0,43,7,1280.85,3,4,3
1426,14267.0,150,7,1279.09,1,4,3
3208,16692.0,256,2,1276.0,1,2,3
3451,17019.0,11,4,1272.61,4,3,3
38,12394.0,63,2,1272.48,2,2,3
1811,14794.0,2,9,1272.11,4,4,3
234,12630.0,9,2,1270.88,4,2,3
1721,14669.0,241,3,1269.99,1,3,3
862,13492.0,136,3,1269.84,2,3,3
820,13431.0,67,2,1269.1,2,2,3
2106,15199.0,59,4,1268.7,2,3,3
1603,14511.0,11,6,1267.41,4,4,3
3549,17158.0,32,3,1266.97,3,3,3
1222,13989.0,65,2,1266.08,2,2,3
1899,14916.0,70,5,1264.84,2,3,3
3404,16951.0,123,4,1262.75,2,3,3
1956,15009.0,12,3,1261.78,4,3,3
3205,16688.0,1,4,1260.86,4,3,3
3327,16842.0,64,4,1260.44,2,3,3
1307,14105.0,85,2,1260.33,2,2,3
2328,15497.0,17,3,1259.7,3,3,3
3711,17388.0,77,4,1259.56,2,3,3
1718,14665.0,60,7,1258.38,2,4,3
3729,17412.0,2,7,1258.06,4,4,3
129,12507.0,134,4,1258.06,2,3,3
3680,17350.0,8,5,1256.19,4,3,3
1118,13848.0,92,3,1255.0,2,3,3
3622,17262.0,52,5,1253.36,2,3,3
3463,17037.0,78,2,1253.22,2,2,3
4019,17802.0,82,4,1251.84,2,3,3
1741,14698.0,1,5,1250.76,4,3,3
617,13151.0,203,2,1250.37,1,2,3
3779,17481.0,3,5,1249.34,4,3,3
1504,14383.0,38,3,1247.69,3,3,3
283,12689.0,25,2,1247.61,3,2,3
527,13029.0,30,3,1247.5,3,3,3
1952,15004.0,147,1,1246.32,1,1,3
2771,16101.0,9,3,1245.96,4,3,3
3095,16531.0,22,7,1244.59,3,4,3
3891,17633.0,31,6,1242.34,3,4,3
3858,17588.0,100,3,1240.2,2,3,3
1127,13860.0,1,6,1240.0,4,4,3
1881,14893.0,9,2,1237.85,4,2,3
1731,14684.0,25,5,1236.28,3,3,3
2241,15376.0,40,3,1233.36,3,3,3
2640,15910.0,0,8,1232.18,4,4,3
4217,18080.0,18,2,1231.5,3,2,3
1179,13931.0,85,3,1230.93,2,3,3
1539,14428.0,7,7,1230.14,4,4,3
1886,14898.0,23,8,1228.32,3,4,3
1897,14913.0,35,4,1227.43,3,3,3
3856,17584.0,7,3,1227.3,4,3,3
52,12412.0,74,3,1226.88,2,3,3
2129,15227.0,36,5,1219.4,3,3,3
861,13491.0,51,10,1215.82,2,4,3
495,12985.0,0,3,1215.62,4,3,3
4000,17774.0,96,5,1215.46,2,3,3
3727,17410.0,16,5,1214.72,4,3,3
1168,13918.0,49,2,1212.84,3,2,3
97,12464.0,10,8,1212.05,4,4,3
4356,18263.0,23,4,1211.08,3,3,3
2593,15841.0,64,6,1209.1,2,4,3
4284,18171.0,58,7,1208.51,2,4,3
656,13208.0,58,7,1205.9,2,4,3
545,13055.0,64,4,1201.96,2,3,3
3290,16794.0,1,12,1201.51,4,4,3
3293,16800.0,11,1,1201.49,4,1,3
622,13158.0,94,4,1201.06,2,3,3
3658,17320.0,100,3,1200.62,2,3,3
4018,17800.0,37,9,1199.01,3,4,3
2412,15605.0,36,5,1198.23,3,3,3
504,12997.0,22,7,1197.94,3,4,3
659,13211.0,10,3,1197.42,4,3,3
3961,17720.0,26,4,1195.94,3,3,3
484,12967.0,3,4,1194.75,4,3,3
2067,15145.0,4,4,1194.73,4,3,3
216,12611.0,52,1,1193.32,2,1,3
1278,14064.0,29,7,1188.32,3,4,3
3150,16612.0,32,4,1187.66,3,3,3
1050,13752.0,124,6,1186.28,2,4,3
1583,14487.0,26,7,1183.58,3,4,3
2431,15630.0,45,3,1180.4,3,3,3
3480,17058.0,81,3,1179.89,2,3,3
3403,16950.0,56,3,1178.56,2,3,3
3907,17653.0,29,5,1175.88,3,3,3
241,12640.0,23,3,1174.58,3,3,3
2189,15306.0,64,3,1174.35,2,3,3
3170,16639.0,25,4,1169.38,3,3,3
11,12358.0,1,2,1168.06,4,2,3
1776,14745.0,112,6,1167.16,2,4,3
3179,16653.0,16,3,1166.92,4,3,3
1854,14857.0,59,3,1165.65,2,3,3
1770,14737.0,3,3,1164.55,4,3,3
1422,14261.0,50,2,1163.45,2,2,3
1552,14447.0,18,5,1163.23,3,3,3
3402,16949.0,3,7,1161.27,4,4,3
3678,17348.0,14,5,1159.52,4,3,3
2424,15621.0,4,6,1158.77,4,4,3
1761,14723.0,10,6,1158.3,4,4,3
428,12885.0,63,4,1158.27,2,3,3
950,13611.0,89,4,1158.2,2,3,3
1044,13744.0,95,2,1156.36,2,2,3
2840,16184.0,64,7,1155.54,2,4,3
2746,16062.0,9,4,1153.62,4,3,3
257,12657.0,11,5,1152.06,4,3,3
2732,16042.0,22,7,1147.37,3,4,3
868,13499.0,17,7,1146.96,3,4,3
3795,17505.0,161,2,1145.84,1,2,3
3267,16766.0,273,2,1145.6,1,2,3
2568,15810.0,78,7,1145.43,2,4,3
345,12769.0,238,1,1143.6,1,1,3
3997,17770.0,198,5,1143.27,1,3,3
161,12546.0,46,3,1141.5,3,3,3
4251,18125.0,29,5,1141.34,3,3,3
2904,16270.0,353,1,1141.24,1,1,3
750,13330.0,92,3,1140.93,2,3,3
1098,13819.0,301,3,1140.35,1,3,3
2018,15088.0,21,3,1140.27,3,3,3
2829,16172.0,95,5,1140.21,2,3,3
3535,17135.0,16,7,1139.73,4,4,3
119,12494.0,9,13,1139.35,4,4,3
3790,17500.0,17,3,1138.0,3,3,3
869,13500.0,23,4,1136.77,3,3,3
3608,17242.0,108,2,1135.04,2,2,3
4281,18168.0,176,9,1133.64,1,4,3
3432,16989.0,7,6,1133.25,4,4,3
3857,17585.0,109,4,1133.07,2,3,3
1065,13772.0,33,3,1132.13,3,3,3
2330,15500.0,8,4,1131.56,4,3,3
1145,13882.0,2,6,1131.28,4,4,3
299,12710.0,96,4,1130.57,2,3,3
1833,14824.0,10,4,1127.71,4,3,3
214,12609.0,78,3,1126.85,2,3,3
3775,17470.0,44,5,1125.07,3,3,3
591,13118.0,19,7,1125.0,3,4,3
3168,16637.0,32,5,1124.59,3,3,3
95,12462.0,2,4,1124.01,4,3,3
1325,14129.0,1,5,1123.86,4,3,3
2285,15436.0,12,3,1122.53,4,3,3
857,13486.0,78,3,1122.41,2,3,3
3299,16807.0,142,3,1121.59,2,3,3
2512,15737.0,14,12,1121.21,4,4,3
3647,17302.0,14,6,1119.93,4,4,3
4085,17894.0,71,8,1119.81,2,4,3
551,13064.0,12,4,1119.49,4,3,3
2762,16086.0,59,6,1119.31,2,4,3
396,12842.0,70,2,1118.99,2,2,3
2496,15716.0,145,4,1118.81,1,3,3
4009,17788.0,73,2,1117.9,2,2,3
936,13591.0,64,3,1117.13,2,3,3
1935,14971.0,35,3,1116.57,3,3,3
949,13610.0,12,9,1115.43,4,4,3
2736,16049.0,40,3,1111.79,3,3,3
1349,14161.0,215,3,1110.52,1,3,3
1827,14817.0,200,2,1110.34,1,2,3
2006,15069.0,179,1,1109.53,1,1,3
42,12399.0,119,4,1108.65,2,3,3
2508,15730.0,65,4,1108.38,2,3,3
2653,15933.0,21,3,1107.46,3,3,3
3841,17562.0,14,8,1107.38,4,4,3
3319,16833.0,1,4,1106.53,4,3,3
408,12857.0,210,2,1106.4,1,2,3
827,13447.0,23,4,1104.23,3,3,3
3873,17609.0,40,6,1103.92,3,4,3
3472,17047.0,85,3,1100.9,2,3,3
2958,16350.0,21,5,1100.47,3,3,3
2683,15978.0,77,1,1098.78,2,1,3
581,13104.0,3,6,1098.48,4,4,3
4138,17966.0,37,5,1098.43,3,3,3
1749,14708.0,2,4,1096.67,4,3,3
2872,16225.0,44,5,1096.32,3,3,3
977,13652.0,45,3,1095.08,3,3,3
2415,15608.0,28,4,1093.68,3,3,3
889,13521.0,1,3,1093.65,4,3,3
849,13476.0,178,4,1092.77,1,3,3
2323,15489.0,22,4,1090.03,3,3,3
152,12534.0,130,1,1089.18,2,1,3
1775,14744.0,16,9,1088.53,4,4,3
3509,17095.0,22,6,1088.2,3,4,3
4298,18189.0,77,3,1084.34,2,3,3
842,13467.0,10,2,1083.71,4,2,3
733,13310.0,8,6,1083.63,4,4,3
2409,15602.0,8,15,1083.63,4,4,3
1644,14561.0,75,3,1080.76,2,3,3
2850,16200.0,4,2,1080.62,4,2,3
1030,13726.0,38,2,1079.66,3,2,3
7,12354.0,232,1,1079.4,1,1,3
3424,16980.0,255,2,1078.96,1,2,3
1485,14352.0,157,4,1078.96,1,3,3
3116,16563.0,53,1,1077.74,2,1,3
2493,15712.0,9,5,1072.36,4,3,3
2518,15745.0,8,6,1071.24,4,4,3
964,13635.0,67,1,1071.03,2,1,3
3811,17522.0,1,5,1070.71,4,3,3
1058,13761.0,50,2,1070.65,2,2,3
1383,14212.0,89,1,1070.48,2,1,3
1916,14948.0,23,7,1066.57,3,4,3
3466,17041.0,26,4,1065.77,3,3,3
3630,17277.0,227,2,1065.35,1,2,3
3636,17287.0,26,7,1064.11,3,4,3
372,12815.0,147,2,1063.46,1,2,3
1524,14411.0,310,1,1063.0,1,1,3
2864,16214.0,170,3,1062.75,1,3,3
274,12679.0,52,9,1058.67,2,4,3
1566,14465.0,246,3,1058.62,1,3,3
1531,14419.0,10,6,1058.06,4,4,3
1122,13853.0,8,2,1056.94,4,2,3
2137,15238.0,29,5,1056.54,3,3,3
2263,15407.0,33,4,1056.44,3,3,3
1606,14514.0,61,3,1055.35,2,3,3
2682,15977.0,17,2,1054.73,3,2,3
3236,16728.0,46,4,1054.67,3,3,3
1020,13715.0,281,8,1053.94,1,4,3
304,12716.0,3,2,1053.49,4,2,3
1658,14583.0,5,5,1052.55,4,3,3
1970,15027.0,30,6,1051.95,3,4,3
401,12849.0,31,2,1050.89,3,2,3
1395,14224.0,110,4,1050.12,2,3,3
1287,14078.0,101,6,1049.37,2,4,3
2306,15464.0,338,1,1048.85,1,1,3
2533,15763.0,31,3,1048.67,3,3,3
713,13282.0,18,6,1047.84,3,4,3
1076,13791.0,43,3,1047.68,3,3,3
1584,14488.0,51,2,1047.43,2,2,3
1444,14293.0,3,4,1046.56,4,3,3
4255,18130.0,8,4,1045.74,4,3,3
2696,15996.0,88,7,1044.78,2,4,3
3467,17042.0,2,5,1044.38,4,3,3
2100,15192.0,119,3,1044.32,2,3,3
3380,16918.0,49,7,1043.34,3,4,3
120,12497.0,81,1,1043.1,2,1,3
3966,17727.0,9,2,1042.55,4,2,3
2559,15801.0,46,4,1042.19,3,3,3
474,12951.0,8,8,1042.07,4,4,3
2766,16094.0,11,6,1041.83,4,4,3
1024,13719.0,15,5,1041.68,4,3,3
1551,14446.0,0,4,1039.58,4,3,3
599,13131.0,23,4,1039.3,3,3,3
2935,16320.0,172,2,1038.46,1,2,3
2832,16175.0,94,4,1037.59,2,3,3
2688,15985.0,123,3,1037.42,2,3,3
3088,16520.0,186,4,1036.62,1,3,3
285,12691.0,28,6,1035.8,3,4,3
2898,16260.0,50,1,1035.45,2,1,3
2086,15171.0,324,2,1034.5,1,2,3
968,13639.0,74,1,1033.34,2,1,3
4322,18221.0,22,6,1033.31,3,4,3
206,12599.0,29,7,1032.58,3,4,3
312,12724.0,5,4,1031.41,4,3,3
690,13253.0,156,2,1030.4,1,2,3
3460,17033.0,86,3,1030.14,2,3,3
1659,14584.0,169,5,1029.26,1,3,3
2209,15333.0,208,1,1028.56,1,1,3
3201,16682.0,4,5,1028.0,4,3,3
3011,16416.0,26,4,1026.99,3,3,3
3097,16533.0,19,5,1026.94,3,3,3
1199,13956.0,5,5,1026.42,4,3,3
1890,14904.0,2,2,1025.44,4,2,3
2542,15777.0,241,5,1021.61,1,3,3
1480,14346.0,120,2,1021.58,2,2,3
627,13165.0,46,2,1021.48,3,2,3
2591,15839.0,25,5,1020.74,3,3,3
784,13376.0,99,3,1019.76,2,3,3
1431,14276.0,88,5,1019.39,2,3,3
383,12828.0,2,6,1018.71,4,4,3
1292,14083.0,4,9,1018.43,4,4,3
135,12514.0,267,1,1017.68,1,1,3
1032,13728.0,36,6,1016.14,3,4,3
1132,13867.0,31,3,1015.29,3,3,3
4262,18142.0,151,4,1014.9,1,3,3
243,12642.0,25,3,1013.26,3,3,3
325,12739.0,78,2,1013.04,2,2,3
3576,17197.0,29,1,1013.01,3,1,3
461,12936.0,17,5,1012.9,3,3,3
1797,14775.0,58,3,1011.9,2,3,3
2875,16229.0,87,2,1010.6,2,2,3
2831,16174.0,126,3,1009.55,2,3,3
2820,16160.0,64,4,1009.45,2,3,3
834,13455.0,24,4,1007.35,3,3,3
1691,14631.0,50,3,1006.98,2,3,3
818,13429.0,10,4,1006.8,4,3,3
2206,15329.0,35,5,1005.5,3,3,3
181,12572.0,8,3,1004.72,4,3,3
2032,15104.0,166,3,1002.54,1,3,3
81,12446.0,57,1,1002.31,2,1,3
2489,15706.0,59,7,1001.81,2,4,3
160,12545.0,75,2,1000.39,2,2,3
2337,15508.0,189,6,1000.27,1,4,3
1385,14214.0,30,7,1000.23,3,4,3
4263,18143.0,116,2,1000.16,2,2,3
1509,14389.0,8,5,999.72,4,3,3
3123,16572.0,127,4,999.7,2,3,3
2283,15434.0,8,6,997.48,4,4,3
529,13032.0,38,3,996.52,3,3,3
1627,14540.0,9,3,996.26,4,3,3
3900,17646.0,219,4,995.66,1,3,3
3964,17724.0,57,4,995.65,2,3,3
3863,17594.0,85,2,993.18,2,2,3
2704,16009.0,22,4,992.71,3,3,3
3510,17096.0,9,7,992.68,4,4,3
774,13363.0,17,2,992.5,3,2,3
3530,17126.0,152,7,991.85,1,4,3
4127,17951.0,39,4,990.84,3,3,3
3661,17324.0,17,4,990.23,3,3,3
804,13410.0,8,7,988.91,4,4,3
2000,15062.0,71,4,987.86,2,3,3
4337,18237.0,2,5,987.1,4,3,3
590,13117.0,21,8,984.91,3,4,3
3540,17144.0,1,2,984.57,4,2,3
3586,17214.0,60,7,984.12,2,4,3
2877,16232.0,32,5,983.23,3,3,3
132,12510.0,142,2,982.57,2,2,3
2058,15133.0,127,3,982.42,2,3,3
1330,14138.0,1,2,982.38,4,2,3
2008,15071.0,93,2,982.07,2,2,3
2844,16188.0,44,4,981.86,3,3,3
3371,16907.0,29,5,981.65,3,3,3
2761,16085.0,23,5,981.51,3,3,3
158,12541.0,29,3,981.18,3,3,3
305,12717.0,151,3,980.98,1,3,3
4283,18170.0,33,3,980.31,3,3,3
878,13509.0,8,7,979.72,4,4,3
2335,15506.0,22,3,979.26,3,3,3
2057,15132.0,18,5,977.93,3,3,3
1901,14920.0,212,2,977.77,1,2,3
2980,16376.0,8,3,977.52,4,3,3
2606,15860.0,40,8,977.21,3,4,3
1394,14223.0,92,4,975.23,2,3,3
1611,14522.0,24,4,974.54,3,3,3
2520,15747.0,12,3,974.04,4,3,3
620,13155.0,33,4,971.76,3,3,3
3512,17100.0,18,2,971.74,3,2,3
3880,17618.0,5,3,971.58,4,3,3
2295,15449.0,26,5,971.22,3,3,3
2038,15110.0,23,7,970.25,3,4,3
2638,15907.0,3,3,967.45,4,3,3
3723,17405.0,1,5,967.22,4,3,3
164,12550.0,79,1,964.83,2,1,3
1907,14931.0,4,6,964.68,4,4,3
1371,14195.0,201,3,962.7,1,3,3
606,13138.0,22,6,962.39,3,4,3
1235,14006.0,115,3,962.19,2,3,3
2076,15156.0,1,3,961.49,4,3,3
3013,16419.0,112,7,959.48,2,4,3
2453,15658.0,190,8,958.9,1,4,3
4301,18192.0,71,1,957.97,2,1,3
1101,13823.0,18,2,957.66,3,2,3
2663,15948.0,8,2,955.24,4,2,3
3610,17244.0,53,1,954.9,2,1,3
2587,15835.0,44,4,954.09,3,3,3
3393,16934.0,54,2,950.93,2,2,3
2273,15421.0,58,4,950.36,2,3,3
3081,16511.0,21,3,950.26,3,3,3
2553,15793.0,9,4,948.96,4,3,3
1047,13748.0,95,5,948.25,2,3,3
2549,15787.0,26,3,948.05,3,3,3
93,12458.0,71,2,947.4,2,2,3
2473,15681.0,18,6,946.36,3,4,3
2490,15707.0,35,4,945.58,3,3,3
696,13261.0,268,2,944.1,1,2,3
376,12820.0,3,4,942.34,4,3,3
1284,14075.0,4,3,942.26,4,3,3
965,13636.0,36,6,941.62,3,4,3
2390,15576.0,37,1,940.67,3,1,3
3595,17227.0,18,6,939.32,3,4,3
1690,14629.0,4,3,939.21,4,3,3
289,12697.0,21,5,939.02,3,3,3
3511,17097.0,2,9,937.92,4,4,3
3638,17289.0,31,4,936.16,3,3,3
524,13026.0,1,8,936.15,4,4,3
2177,15289.0,29,4,935.1,3,3,3
1418,14256.0,254,3,935.06,1,3,3
3183,16657.0,9,4,933.62,4,3,3
979,13655.0,114,2,932.97,2,2,3
1619,14532.0,236,4,932.85,1,3,3
453,12924.0,88,5,929.95,2,3,3
2107,15201.0,78,11,927.84,2,4,3
1085,13805.0,52,2,924.6,2,2,3
2449,15654.0,9,2,922.53,4,2,3
594,13122.0,94,2,922.39,2,2,3
3106,16551.0,95,3,922.12,2,3,3
1182,13934.0,263,1,922.1,1,1,3
2193,15312.0,75,5,921.1,2,3,3
3450,17018.0,40,2,920.1,3,2,3
1332,14140.0,3,3,920.05,4,3,3
559,13075.0,129,1,919.61,2,1,3
378,12822.0,70,3,918.98,2,3,3
1240,14015.0,52,1,917.34,2,1,3
1753,14712.0,29,3,917.07,3,3,3
3604,17236.0,12,6,916.13,4,4,3
906,13549.0,25,8,916.12,3,4,3
2149,15253.0,16,6,915.3,4,4,3
2866,16216.0,267,1,914.93,1,1,3
253,12652.0,322,2,914.53,1,2,3
2398,15587.0,50,4,913.68,2,3,3
2231,15364.0,95,2,913.19,2,2,3
3301,16809.0,23,6,912.74,3,4,3
1071,13782.0,12,6,912.0,4,4,3
647,13192.0,95,2,911.94,2,2,3
3223,16714.0,218,4,911.53,1,3,3
1440,14289.0,8,6,911.26,4,4,3
4229,18096.0,11,3,911.15,4,3,3
764,13350.0,16,3,910.72,4,3,3
1001,13689.0,63,1,910.0,2,1,3
3833,17552.0,42,6,909.96,3,4,3
2339,15511.0,11,5,909.23,4,3,3
3660,17323.0,15,9,908.99,4,4,3
534,13038.0,80,3,908.46,2,3,3
3130,16584.0,80,3,908.03,2,3,3
1554,14449.0,18,4,907.1,3,3,3
2317,15480.0,116,1,905.5,2,1,3
1965,15022.0,11,4,905.04,4,3,3
1290,14081.0,267,4,904.67,1,3,3
310,12722.0,85,6,904.33,2,4,3
2565,15807.0,50,3,903.9,2,3,3
502,12994.0,4,5,902.22,4,3,3
3843,17566.0,8,2,901.21,4,2,3
4046,17848.0,81,9,901.2,2,4,3
4077,17886.0,31,3,899.61,3,3,3
1090,13810.0,28,4,899.51,3,3,3
3823,17537.0,29,2,897.62,3,2,3
3469,17044.0,8,3,897.43,4,3,3
2968,16361.0,9,4,896.66,4,3,3
4303,18194.0,64,2,896.0,2,2,3
2611,15865.0,40,3,895.13,3,3,3
2114,15211.0,60,2,894.41,2,2,3
2014,15079.0,212,5,893.66,1,3,3
347,12772.0,59,1,892.47,2,1,3
883,13515.0,72,4,891.12,2,3,3
2151,15255.0,66,1,890.85,2,1,3
1408,14240.0,30,2,890.34,3,2,3
1478,14344.0,127,8,889.93,2,4,3
4033,17829.0,298,1,889.24,1,1,3
3816,17527.0,53,6,888.86,2,4,3
2955,16347.0,11,2,887.65,4,2,3
532,13035.0,57,3,886.63,2,3,3
2577,15822.0,3,2,885.47,4,2,3
3948,17704.0,168,2,885.19,1,2,3
2557,15799.0,75,3,884.14,2,3,3
1669,14597.0,11,2,883.15,4,2,3
1491,14359.0,19,6,882.58,3,4,3
4336,18236.0,29,6,882.24,3,4,3
533,13037.0,138,3,881.07,2,3,3
2012,15076.0,172,1,880.85,1,1,3
984,13662.0,85,7,879.08,2,4,3
1333,14141.0,2,6,879.03,4,4,3
3969,17731.0,79,5,878.2,2,3,3
2448,15653.0,92,2,877.44,2,2,3
3444,17007.0,50,7,877.43,2,4,3
1795,14770.0,232,2,876.42,1,2,3
465,12940.0,46,4,876.29,3,3,3
918,13566.0,40,2,874.71,3,2,3
3082,16513.0,4,4,874.59,4,3,3
719,13294.0,189,2,873.74,1,2,3
400,12847.0,22,1,871.54,3,1,3
653,13200.0,19,4,870.09,3,3,3
1214,13979.0,73,1,869.87,2,1,3
3517,17109.0,29,8,869.68,3,4,3
287,12694.0,70,2,869.67,2,2,3
654,13203.0,9,4,869.46,4,3,3
1684,14623.0,32,6,869.35,3,4,3
3294,16801.0,163,5,867.83,1,3,3
2112,15208.0,1,6,867.62,4,4,3
1756,14715.0,24,4,867.38,3,3,3
2789,16121.0,57,2,867.11,2,2,3
1468,14332.0,22,3,866.31,3,3,3
3119,16567.0,194,2,865.6,1,2,3
2869,16221.0,36,3,864.86,3,3,3
3473,17048.0,115,6,864.32,2,4,3
275,12680.0,0,4,862.81,4,3,3
2902,16266.0,73,7,861.89,2,4,3
3903,17649.0,134,2,861.74,2,2,3
362,12794.0,53,2,860.41,2,2,3
755,13339.0,200,1,860.12,1,1,3
1654,14577.0,12,4,859.71,4,3,3
3486,17064.0,58,3,859.35,2,3,3
1639,14553.0,19,5,859.27,3,3,3
2879,16235.0,40,6,858.41,3,4,3
2728,16037.0,269,3,855.02,1,3,3
3839,17560.0,94,5,854.95,2,3,3
3348,16877.0,12,6,853.72,4,4,3
1369,14193.0,67,2,853.39,2,2,3
2750,16070.0,22,2,852.15,3,2,3
2721,16027.0,91,7,852.12,2,4,3
2715,16020.0,16,3,851.01,4,3,3
1224,13991.0,12,7,850.63,4,4,3
28,12379.0,81,3,850.29,2,3,3
3456,17027.0,78,7,848.59,2,4,3
301,12713.0,0,1,848.55,4,1,3
1686,14625.0,185,5,848.48,1,3,3
1117,13846.0,24,4,847.61,3,3,3
666,13221.0,240,2,847.41,1,2,3
2870,16222.0,318,1,846.72,1,1,3
2673,15965.0,17,4,845.64,3,3,3
1818,14803.0,162,3,845.55,1,3,3
3885,17624.0,14,2,843.48,4,2,3
2082,15164.0,68,3,843.05,2,3,3
422,12878.0,18,3,841.64,3,3,3
1896,14912.0,16,3,841.52,4,3,3
1858,14862.0,25,2,841.2,3,2,3
3494,17076.0,36,3,841.08,3,3,3
1187,13940.0,17,4,839.14,3,3,3
1711,14657.0,17,5,838.27,3,3,3
2585,15832.0,254,1,836.79,1,1,3
316,12728.0,71,4,836.33,2,3,3
3988,17759.0,17,3,834.99,3,3,3
1110,13835.0,25,4,834.57,3,3,3
